;Abu Dhabi;Abuja;Accra;Addis Ababa;Algiers;Amman;Amsterdam/The Hague (seat of Gvnt);Andorra la Vella;Ankara;Antananarivo;Apia;Ashgabat;Asmara;Astana;Asuncion;Athens;Baghdad;Baku;Bamako;Bandar Seri Begawan;Bangkok;Bangui;Banjul;Basseterre;Basse-Terre;Beijing;Beirut;Belgrade;Belmopan;Bern;Bishkek;Bissau;Bogota;Brasilia;Bratislava;Brazzaville;Bridgetown;Brussels;Bucuresti;Budapest;Buenos Aires;Bujumbura;Cairo;Canberra;Caracas;Castries;Cayenne;Charlotte Amalie;Chisinau;Conakry;Copenhagen;Dakar;Damascus;Dhaka;Dili;Djibouti;Dodoma;Doha;Dublin;Dushanbe;Fort-de-France;Funafuti;Gaborone;George Town;Georgetown;Guatemala;Hanoi;Harare;Havana;Helsinki;Honiara;Islamabad;Jakarta;Jerusalem;Kabul;Kampala;Kathmandu;Khartoum;Kiev (Rus);Kigali;Kingston;Kingstown;Kinshasa;Koror;Kuala Lumpur;Kuwait;La Paz (adm.)/sucre (legislative);Libreville;Lilongwe;Lima;Lisbon;Ljubljana;Lome;London;Luanda;Lusaka;Luxembourg;Macau
Georgetown;2470.390568;6894.052623;4902.487135;5663.76811;4241.465834;1697.92961;5525.322631;5116.700046;1873.099451;11723.49031;15398.19509;5562.127158;3877.756219;4607.56999;6674.284762;2421.627719;3558.816234;2455.89309;4471.963572;3892.536368;3161.498406;4580.947777;4294.49985;3687.950291;5568.637674;3851.286122;1619.637283;2687.147294;4448.045611;3377.973555;1179.25626;3232.521162;2207.213519;10840.68684;5823.22711;7769.137008;5006.060391;3735.156316;3730.788616;4011.987431;8900.294765;7872.125289;6020.190356;11352.83953;2323.365982;5342.21529;5036.718135;3268.512995;6043.315211;4420.490388;3660.02698;3764.448735;2886.586762;2548.270278;10980.98371;4901.777032;6824.745964;3944.046395;5551.382578;2061.876038;1575.8316;14761.07932;11037.53065;3905.606128;0;2724.662491;6647.958697;10671.60692;5174.136417;4897.209355;13035.43495;1615.784987;8035.33775;1720.426502;1992.827828;4048.625968;2090.939292;3020.609107;3226.700842;12386.79109;13118.34124;4457.644318;8858.58228;7331.216863;6034.782773;2377.100782;7847.961463;5015.6852;6047.25556;5847.357533;3816.478707;6564.914815;6923.846626;4834.016108;11916.49474;9167.497319;4338.606019;6526.134746
Guatemala;3548.124995;9057.108207;7604.014656;6719.327498;6964.895324;4325.177367;8066.309305;7782.448733;4506.89247;11327.38294;12740.18122;5564.046605;5457.332569;3828.317227;6517.335878;5035.552633;4888.872803;3913.634931;7129.339294;2328.990356;989.6842659;6898.99993;6760.032694;3716.025551;5331.421778;2542.6223;4331.383875;5409.808226;2454.516729;5989.282394;1964.685415;5951.456422;1567.034783;10571.997;7852.405514;9402.29332;4977.675132;6426.676455;5980.621165;6452.3234;8379.411093;8858.122805;7348.161454;8631.174649;2442.401598;5197.554069;5438.950612;3244.962621;7513.520302;6947.346251;6360.620113;6336.229139;4966.925939;333.6787659;8484.18792;5932.897106;7761.201992;4688.013841;8034.456279;2108.474466;2568.692981;12083.48218;11460.53355;2384.180705;2724.662491;0;4173.122815;10968.80991;3647.056898;6826.483688;10311.36774;1446.266694;5693.595981;4412.035387;1974.79783;5899.046477;690.6348628;5253.537066;5475.023731;12314.31785;10457.98547;4395.309164;10224.12351;4723.501214;3616.338707;3945.338203;7052.995497;7524.466884;7267.628758;4640.312965;6531.628016;8533.277889;9283.828299;7541.27577;12505.73799;9909.864238;7030.133333;3845.676297
Hanoi;5953.483243;10844.51881;11042.2557;7443.033522;10620.54664;8342.994461;10911.40216;11045.32313;8520.074293;8522.218218;8768.196137;5360.661885;7412.771905;3788.153223;5573.487138;9067.692961;6793.266429;6454.46846;10432.57504;5308.35101;4475.560038;9486.908143;9651.588645;4867.498464;4919.016304;5648.153762;8237.252756;9227.25065;2346.554988;10025.75781;6126.408803;9617.368674;4541.330858;8093.407817;9695.591344;10097.25339;5095.827412;10341.19791;8668.993228;9352.59281;6172.608151;8677.405274;8227.889502;5334.59968;4942.340522;5005.885996;5870.821327;4766.062767;8551.015935;9934.867124;9896.722577;9515.593578;7712.898973;4477.321901;4344.439359;6964.260208;7899.052903;6003.312327;10740.07758;4936.267765;5658.979967;8789.01169;9623.346548;3086.43772;6647.958697;4173.122815;0;9106.3405;2563.047902;8794.393971;6804.093686;5040.356821;1561.110278;8094.581488;4916.620753;8045.203191;4855.089014;8105.019869;8288.799986;9639.97567;7421.333237;4880.083836;10200.35789;3553.13675;626.7831697;6574.117753;4908.000175;10377.26171;8016.168237;3159.641034;10131.87161;10082.14744;11452.70054;11017.39315;10579.01473;9006.01929;10469.64677;1174.563922
Harare;8240.041989;5860.390129;9228.743912;5054.095027;9860.34909;11128.90497;7844.467441;8781.415869;11123.01811;1764.863427;8971.335897;5439.292791;6933.173063;7154.315311;4451.694044;11258.34709;7132.616322;8216.997906;8905.322851;13276.41176;11931.52399;7460.803171;8044.790031;7387.132636;5639.253396;13511.00872;10684.59118;10399.17328;8934.119219;11346.2077;11537.55134;9915.620432;9614.577813;1331.816019;6064.039837;4089.682223;6037.164837;10776.44089;7802.646555;8101.734441;2947.160451;3009.114979;4893.955233;11003.0237;8871.042952;5785.351634;5742.596131;7879.1885;5014.202779;8216.997906;9535.424797;8681.972971;8135.571777;11226.25765;8161.807048;5780.912775;3912.477508;6766.523789;7564.80381599999;9253.972891;9298.06413;11166.21352;528.9131786;8671.833538;10671.60692;10968.80991;9106.3405;0;7657.586248;6480.162677;10594.73481;10150.79011;8111.023943;10018.10598;9395.855044;7008.002707;11152.58108;8231.375871;8120.159471;1780.945997;11748.43138;6634.351476;2962.490066;12548.66306;9112.849474;8303.16073;4287.230514;7891.849327;4786.890601;6614.244157;9707.030596;5500.070003;6533.709584;9331.664788;1577.015262;1690.046931;9250.687073;10279.59749
Havana;3685.921243;8284.925547;8774.459827;4917.555395;8508.163885;6786.704358;8440.197162;8698.095359;6939.766497;7722.994413;10619.91792;2910.816484;4898.535868;1228.620331;3416.725273;7468.99489;4299.856066;4165.76452;8133.270354;5740.621918;4465.684334;7007.365121;7241.291944;2388.584294;2492.323343;6028.973918;6543.351034;7349.930103;1287.901941;8358.507224;5166.403002;7581.222057;3005.944535;7025.491874;7133.054723;7660.780027;2563.047902;8480.728827;6248.742727;6959.335846;4836.587897;6416.562606;5703.561172;7814.951737;2961.353408;2526.153011;3331.198058;2413.79083;6015.805357;7541.023042;7752.579164;7214.488581;5371.431387;3970.555611;6176.51638;4403.932604;5505.939074;3463.37899;8244.704609;3132.063968;3773.726065;11132.18503;8182.144499;1339.052256;5174.136417;3647.056898;2563.047902;7657.586248;0;6245.65195;9145.477679;3670.021361;3263.141394;6204.1393;3184.770797;5536.674348;4125.52257;5770.552827;5928.74867;8761.547931;9900.033455;2317.250182;7961.483529;5744.52186;2092.803985;4303.064303;3470.971485;7926.367195;5503.803167;1048.346509;8013.194681;7527.886408;8890.799482;8770.688318;9234.151184;7045.785155;8234.41379;3422.626616
Helsinki;3318.739096;2261.143086;3342.720033;2031.315292;3669.683928;4747.12528;2377.515873;3021.665604;4708.728874;8057.408519;15068.91734;3892.924338;1451.987349;5017.504869;4491.327481;4785.641937;2089.19198;2914.141984;2780.394068;8701.4337;7664.905707;1154.311535;1718.287176;3956.525171;4294.049089;8711.90744;4317.191435;3919.092835;6695.351149;4911.756492;6052.682273;3466.755846;5330.589629;7237.54494;1031.186471;2888.137046;3880.155884;4423.234096;1338.726933;1674.737142;6254.527698;3475.898699;1690.91627;14021.88534;4501.42003;4103.122458;3155.069424;4168.831864;1482.955034;1985.967163;3152.637646;2260.895851;2012.355386;6855.581911;11767.06745;2008.373173;2785.699231;2791.707487;2115.770957;4763.315503;4264.484622;16832.79549;6673.575318;5940.585669;4897.209355;6826.483688;8794.393971;6480.162677;6245.65195;0;15090.33544;5404.136928;9315.912705;3677.837474;4881.319353;927.4393377;6491.623427;1917.142349;1745.053489;8243.289845;16064.58405;3944.070385;4043.600119;11339.06206;8259.546587;2882.669778;6103.955497;2005.39609;1886.028794;5951.710254;3372.633757;1717.001591;2692.899634;3408.245437;7324.782983;4793.640744;3084.228248;9456.60221
Honiara;12749.82979;16173.98013;17835.62414;13160.80633;17276.06241;14537.38491;17466.03276;17838.6761;14713.3633;8854.118376;2755.190019;11197.7864;13966.74616;10317.72322;10671.78204;15175.6846;13414.4715;13249.21407;17236.66872;9775.46919;9988.229218;16079.54202;16382.69607;11532.4409;10802.65538;9998.390843;14624.5844;15712.09027;9143.574509;16018.81017;12097.21016;16258.3667;11225.2785;9343.877823;15613.94003;14444.09919;11252.63084;16620.55329;15391.24504;16104.74667;9331.748345;12810.6266;13770.59616;1689.278464;11735.30304;11003.06898;11945.97285;11523.38077;14111.58881;16685.66948;16630.59103;16318.59856;14496.6895;10495.76081;3335.056474;13083.50936;12844.52352;12518.2816;17203.35894;11688.54574;12406.31139;1992.807153;10755.38516;9890.516812;13035.43495;10311.36774;6804.093686;10594.73481;9145.477679;15090.33544;0;11582.54424;5904.369726;14705.04862;11646.19287;14596.84504;10952.87816;14893.65345;15065.25038;9369.779613;1202.919421;11299.78697;13510.96359;5881.116003;7420.295689;13373.11501;9110.973569;17020.37393;13523.12697;9218.070574;16829.44556;15509.7342;16961.51814;17798.39819;10822.13143;11972.11764;17254.29869;6592.108018
Islamabad;2194.424171;7619.586838;6282.631823;5504.781659;5709.400206;3313.341505;6645.138266;6420.641886;3487.431682;10851.61768;13805.44317;4735.676153;4073.305518;3342.64042;5800.716992;4036.212238;3542.489015;2505.531378;5766.83778;3449.978043;2271.324605;5453.850211;5330.097013;2769.512124;4612.53386;3561.181109;3198.911965;4219.0442;2839.616403;4990.040545;1558.973062;4686.542493;673.2288828;10013.79274;6424.347424;8066.015223;4138.102367;5311.590408;4534.882054;5020.14698;7900.779298;7714.460164;6064.09684;9929.792624;1281.080293;4425.754314;4424.994785;2279.382392;6193.35696;5529.29324;5051.086692;4937.520166;3520.913374;1452.182317;9366.494802;4704.24905;6612.19561;3506.21324;6601.285721;897.4095684;1140.767924;13436.19472;10597.92561;2351.58554;1615.784987;1446.266694;5040.356821;10150.79011;3670.021361;5404.136928;11582.54424;0;6420.448355;3129.954879;754.9352372;4477.953962;1128.656209;3809.114542;4030.448631;11702.57084;11836.09183;3541.260225;8975.892317;6154.259085;4423.614319;2522.970224;6693.714088;6098.549352;6013.785808;4467.518899;5247.930421;7118.137012;7837.707939;6230.02708;11595.65697;8879.639115;5700.661975;5000.341274
Jakarta;6939.319722;11083.21528;12037.3729;7634.002241;11751.23858;9730.270833;11621.63819;11950.03309;9901.525514;7248.664588;7470.052446;5517.977399;8075.921946;4413.574198;5371.615624;10449.65703;7510.942207;7425.028381;11395.01786;6839.222733;6036.303824;10197.713;10478.81257;5636.528005;5083.165971;7179.363747;9572.93862;10492.28168;3595.353057;11393.56874;7623.971741;10794.9524;5854.070285;6954.579807;10075.29586;9962.907991;5438.717257;11625.93862;9488.504306;10205.59496;5310.746954;8355.986683;8381.229569;4718.17656;6090.544225;5243.0384;6186.200731;5673.667924;8728.663238;10783.69554;10999.74499;10477.18275;8633.774589;6007.055664;2980.256776;7339.172836;7798.164199;6623.990983;11398.99488;6164.250546;6870.038148;7880.020416;8597.634889;4230.208793;8035.33775;5693.595981;1561.110278;8111.023943;3263.141394;9315.912705;5904.369726;6420.448355;0;9340.660649;6172.958047;8712.045389;6364.495311;9032.842672;9187.813997;8352.942195;6752.538192;5411.418251;9772.565897;4449.6829;2077.264648;7560.294773;4258.951396;11132.6906799999;8143.490439;3364.389513;11255.39727;10299.13778;11798.73375;12033.77398;9457.729054;8368.756902;11496.67384;2460.62974
Jerusalem;2682.465776;5385.967933;3192.606817;5013.594379;2579.695897;1112.262553;3840.102467;3396.289019;1130.79166;11400.82341;16807.99079;5647.755852;3126.310151;5328.273679;6704.930372;1463.973947;3112.043386;2340.054379;2752.161787;5507.560355;4879.156406;3071.072006;2682.465776;4154.345873;5805.45391;5414.326418;667.3575318;1152.486919;5778.200225;2193.822807;2826.993416;1556.848048;3555.392519;10520.2237;4451.837399;6536.059462;5206.610527;2287.610794;2359.979159;2433.918743;8924.197837;7032.914297;5131.107101;13036.66368;3260.56311;5557.483679;4947.679722;3895.003587;5050.805773;2760.765234;1948.832879;2090.103241;1892.806105;4258.985871;12320.19063;4388.552228;6117.444042;3855.241128;3895.003587;3180.580409;2470.632691;16480.38107;10279.53996;5110.520624;1720.426502;4412.035387;8094.581488;10018.10598;6204.1393;3677.837474;14705.04862;3129.954879;9340.660649;0;3184.436584;3015.414371;3803.414932;1798.050066;1939.234832;11798.84619;14838.64976;4789.19062;7717.465637;9051.571706;7468.375858;2196.888536;8153.020211;3354.550295;5231.25319;6623.247794;2125.351732;5191.221195;5306.891193;3129.274183;10994.34334;8371.564017;2622.481159;8130.295229
Kabul;1576.491628;7132.44344;6190.728594;4798.882092;5709.652658;3615.256245;6367.618652;6266.908294;3774.931557;10120.71294;13639.66192;3984.36313599999;3488.021625;2678.050369;5056.436677;4314.413712;2914.075834;1973.233069;5622.796952;4150.732044;2904.190612;5080.346784;5041.79045;2016.572765;3873.588319;4283.865913;3409.579703;4329.066961;2594.164474;5236.231622;2257.925473;4701.355779;460.7059916;9275.080935;5911.897131;7431.434424;3387.736857;5458.101778;4163.394425;4728.176404;7181.903859;6991.233068;5392.386931;10046.52282;528.0780015;3680.99564;3672.962717;1528.04885;5545.097569;5274.910476;5000.289604;4740.675735;3131.025485;2075.094125;9151.871162;4001.699214;5888.027206;2781.20547;6285.752846;145.6651036;761.7870027;13578.1295;9843.752735;1956.348756;1992.827828;1974.79783;4916.620753;9395.855044;3184.770797;4881.319353;11646.19287;754.9352372;6172.958047;3184.436584;0;3956.584099;1832.202925;3468.363695;3683.637338;10954.64731;12039.88321;2792.22155;8290.97914;6521.379541;4289.84312;2026.641273;6008.023014;5813.442183;5326.092976;3873.451004;5225.534917;6575.31013;7428.363731;6152.548742;10844.47203;8136.709008;5608.267361;5072.5661
Kampala;2401.169793;3177.927684;3548.250334;2105.585866;3659.256305;4122.792989;2912.369105;3329.722565;4115.371446;8462.837467;15113.25028;3515.676247;638.7936893;4323.333178;4315.750463;4289.65938;1253.952717;1987.173596;2913.444655;7799.390859;6741.384554;1486.033647;1850.715184;3177.706025;3862.576523;7823.195128;3679.525068;3501.359094;5866.006493;4599.238671;5182.447692;3190.497821;4407.739004;7602.600756;1955.805014;3724.008751;3363.838978;4227.264983;989.92929;1651.121237;6317.899514;4017.54748;2116.098119;13351.54033;3587.630638;3641.58507;2732.566593;3330.17782;2048.725197;2163.751427;3005.856104;2147.638036;1182.801907;5929.807371;11351.04985;1714.920872;3131.602378;2089.19198;2708.080187;3840.324685;3337.822829;16505.41226;7264.488668;5101.914872;4048.625968;5899.046477;8045.203191;7008.002707;5536.674348;927.4393377;14596.84504;4477.953962;8712.045389;3015.414371;3956.584099;0;5570.117722;1223.488808;1130.311153;8788.788145;15435.84306;3301.525466;4818.997065;10435.18768;7484.094274;1955.643355;5930.131244;2424.616173;2227.190297;5378.774545;3264.122395;2640.509061;3547.042654;3586.856975;8007.652943;5356.170982;3149.380492;8630.096021
Kathmandu;3322.696704;8674.520423;6992.423227;6624.681771;6327.420556;3648.078918;7539.279585;7195.036902;3829.724567;11684.0862;13420.7603;5713.288785;5191.066316;4117.154985;6731.811153;4353.697562;4669.82104;3617.735621;6545.588261;2324.318052;1178.042999;6445.903352;6255.410639;3779.929968;5534.756819;2452.1807;3675.299994;4760.168686;3016.020498;5304.737065;1275.023228;5322.7246;1542.320662;10887.02922;7501.1005;9190.785865;5115.566268;5755.601215;5538.60868;5954.286581;8717.753376;8823.35524699999;7192.486028;9266.881948;2353.779387;5372.968056;5480.906948;3289.661096;7321.216674;6420.987063;5749.163659;5789.030118;4554.481359;457.6158582;9173.45693;5825.219435;7720.16256;4613.001916;7530.643597;1977.624041;2251.600629;12677.91173;11620.64244;2804.964385;2090.939292;690.6348628;4855.089014;11152.58108;4125.52257;6491.623427;10952.87816;1128.656209;6364.495311;3803.414932;1832.202925;5570.117722;0;4805.126196;5025.975394;12613.55654;11040.00987;4518.949195;10103.31364;5264.365075;4288.820125;3624.043105;7432.392514;7008.091384;7139.966025;5066.903166;5907.290751;8208.598275;8833.521533;6924.764338;12641.36776;9958.918377;6425.676504;4531.047037
Khartoum;2152.080893;3896.942457;3005.011173;3286.719414;2848.461537;2901.169782;2904.699288;2945.762211;2891.882638;9672.421796;16031.26597;4340.745245;1464.585698;4649.417105;5282.991622;3080.685117;1714.557523;1650.899054;2362.823899;6890.992729;5978.96734;1645.96854;1582.897319;3406.865075;4608.771053;6868.464742;2458.976496;2337.564712;5788.969892;3474.072406;4194.585412;2146.460362;3926.678088;8805.154755;2803.05384;4804.203317;4039.712479;3200.08661;733.6813205;1271.038382;7402.318236;5237.466537;3338.450976;13414.96915;3247.606677;4366.0869;3568.259707;3372.491208;3252.885946;1841.357477;2107.897747;1444.650397;399.1243529;5214.907434;11878.29601;2760.965363;4349.590529;2628.272084;2817.948114;3386.524681;2735.982078;16886.33154;8482.851001;5027.808097;3020.609107;5253.537066;8105.019869;8231.375871;5770.552827;1917.142349;14893.65345;3809.114542;9032.842672;1798.050066;3468.363695;1223.488808;4805.126196;0;221.599653;10012.07684;15468.74317;3796.440498;5956.134642;9955.00831699999;7498.901435;1536.074399;6852.519834;2350.200353;3449.628936;5860.65895;2381.411725;3545.894594;4033.94444;3005.702454;9202.575287;6576.046937;2479.838253;8477.348298
Kiev (Rus);2341.036071;3681.516356;2857.409026;3226.811002;2755.008171;3028.206809;2695.611896;2773.613177;3007.139717;9592.95926;16088.91496;4393.339885;1465.970274;4790.774216;5304.847652;3160.456254;1794.064288;1840.579555;2209.636464;7103.555078;6199.382026;1424.372203;1379.056402;3553.489997;4679.270643;7076.898748;2590.359938;2377.100782;5981.089096;3492.991785;4402.901826;2122.261941;4142.576608;8732.721078;2601.425937;4625.072223;4120.632;3175.21556;513.940505;1070.241668;7391.19426;5117.530912;3227.294531;13607.55849;3453.016385;4439.638944;3613.718367;3542.17027;3121.484546;1647.952461;2031.126016;1303.238413;577.8825039;5436.347055;12008.43773;2748.277834;4260.264103;2718.835848;2602.135261;3599.783756;2954.41858;17057.33824;8357.33834;5217.59553;3226.700842;5475.023731;8288.799986;8120.159471;5928.74867;1745.053489;15065.25038;4030.448631;9187.813997;1939.234832;3683.637338;1130.311153;5025.975394;221.599653;0;9899.136722;15669.08414;3907.08405;5788.643219;10175.21629;7686.019044;1732.050466;6890.254568;2141.609608;3351.883905;5983.796917;2303.156657;3345.673237;3812.385837;2864.704823;9055.177205;6454.622591;2350.459382;8680.340049
Kingston;13332.72127;17372.99128;17978.78939;14236.39196;17196.37585;14402.19954;18332.63437;18234.67235;14561.6645;9993.994931;3347.32328;12199.22201;14797.16473;11113.06837;11767.52733;14933.59313;14197.39729;13831.14065;17585.1484;9508.598726;9965.323082;16903.60973;17047.84313;12273.40757;11784.03164;9680.958622;14594.10834;15653.58833;9694.783997;15618.55665;12054.10674;16294.64444;11591.6886;10520.31096;16719.20049;15645.71311;12184.49475;16298.95415;16082.49856;16738.80357;10523.71923;14011.85577;14890.63345;2089.19198;12222.60365;11966.411;12915.04629;12186.00372;15237.90754;17306.8287;16764.37628;16768.96771;15092.07329;10587.06148;4440.610693;14068.05534;14008.57611;13351.54033;18143.13069;12107.22486;12795.83746;1646.024516;11877.54757;10461.70445;13118.34124;10457.98547;7421.333237;11748.43138;9900.033455;16064.58405;1202.919421;11836.09183;6752.538192;14838.64976;12039.88321;15435.84306;11040.00987;15468.74317;15669.08414;10434.44686;0;12153.26506;14687.61509;5788.459792;8007.446145;13937.05028;10242.11245;17795.0049;14641.95141;10114.88085;16877.37926;16688.59937;18163.62331;17890.46935;11854.98688;13164.79645;17447.38305;6992.17546
Kingstown;2131.688896;5974.636712;6741.801729;2693.102074;6643.97383;5685.692206;6210.332903;6588.562405;5791.142992;7347.19034;12285.88346;1197.102273;2667.539024;1095.32274;2268.135423;6233.994555;2135.639449;2455.256886;6090.803463;6723.387251;5383.024794;4787.557684;5101.173175;786.0487967;1112.262553;6919.357629;5319.615209;5823.22711;3042.491937;6957.729885;5028.598122;5857.339286;2980.379262;6490.354741;4815.818237;5513.490756;598.2403111;6874.184;4126.154428;4848.456784;4450.337886;4557.964256;3465.274176;10085.21487;2284.228924;896.6479083;1137.361271;1264.880155;3753.6938;5412.234767;5897.223391;5206.65275;3415.479656;4621.555398;8112.683588;2098.752335;3507.066113;1219.612796;5992.11188;2656.819911;2891.882638;13242.68722;7102.790136;2415.922854;4457.644318;4395.309164;4880.083836;6634.351476;2317.250182;3944.070385;11299.78697;3541.260225;5411.418251;4789.19062;2792.22155;3301.525466;4518.949195;3796.440498;3907.08405;8162.458242;12153.26506;0;6040.244932;7867.460894;4386.835628;2601.425937;3423.68227;5725.105329;3291.797748;2090.881339;6170.258477;5226.623812;6573.732553;6759.133982;8131.637453;5520.089504;6256.069737;5673.83455
Kinshasa;6789.033166;2915.005469;6319.291808;3504.990483;7005.673835;8765.591743;4929.433871;5866.381213;8710.311986;4727.353293;11884.07609;5083.819637;5010.514701;6977.861106;4633.615831;8707.204745;5456.232634;6558.546016;6065.738298;12425.54976;11189.24227;4793.795791;5339.943826;6578.464079;5477.846031;12515.20506;8345.613635;7801.418817;9014.692504;8596.978741;9960.815808;7229.706595;8662.167689;4168.136893;3343.965842;1223.488808;5554.742435;7970.152127;5360.3973;5466.972406;4639.918825;1545.620979;2915.203017;13660.80858;7791.877639;5483.256704;4908.000175;7014.497224;2828.42897;5454.31291;6791.881207;6009.95528;5998.729173;10363.49703;10746.67311;4293.297668;2533.23452;5536.195373;4664.221781;8148.573379;7886.980314;14096.28245;2929.179429;8451.502013;8858.58228;10224.12351;10200.35789;2962.490066;7961.483529;4043.600119;13510.96359;8975.892317;9772.565897;7717.465637;8290.97914;4818.997065;10103.31364;5956.134642;5788.643219;4502.220789;14687.61509;6040.244932;0;13684.14612;9938.738387;6588.63533;5514.529695;5047.091158;2965.065622;7098.698644;6923.607342;2671.6662;3571.219533;6425.770408;3341.47447;1590.865744;6409.857059;11287.28072
Koror;8037.567578;13596.99997;12211.29807;10560.56253;11484.68479;8683.019385;12789.25958;12447.52731;8854.158865;11633.53413;8594.227719;8653.011136;9892.601944;6823.268539;9058.670721;9297.698869;9263.176865;8482.577991;11802.88591;3921.970152;4177.719165;11591.3671;11482.48149;7542.17978;8236.694313;4177.064292;8826.624403;9906.326079;4827.849222;10145.23833;6277.159283;10522.60716;6061.263172;11401.71993;12362.30858;13372.69213;8254.222439;10740.52462;10670.85802;11173.62845;9670.51302;12140.48015;11328.61146;4224.391691;6849.79963;8262.836497;8985.724963;7229.722338;11600.3806;11669.93441;10979.12664;11050.04939;9642.120735;4817.499582;5535.038887;9913.974849;11249.18138;8732.750597;12755.34058;6623.247171;7224.888493;7433.652803;13043.42087;5514.529695;7331.216863;4723.501214;3553.13675;12548.66306;5744.52186;11339.06206;5881.116003;6154.259085;4449.6829;9051.571706;6521.379541;10435.18768;5264.365075;9955.00831699999;10175.21629;12704.34557;5788.459792;7867.460894;13684.14612;0;3749.020403;8545.927787;8451.502013;12247.93226;11159.22949;6586.445857;11109.94435;12948.21956;13949.28737;12133.74564;13899.55556;12558.41909;11661.50852;2412.137233
Kuala Lumpur;5346.864854;10361.05206;10422.65251;7010.136481;9994.286556;7731.674425;10327.07064;10434.10467;7907.797857;8695.618637;9389.282555;4974.675398;6856.770737;3291.807685;5309.690482;8456.071908;6230.183801;5848.051568;9816.866042;4949.19895;4005.298314;8909.256051;9054.379774;4311.126794;4541.754528;5285.281203;7617.632226;8602.324796;1724.424859;9412.530046;5552.629676;8990.614662;3916.096299;8191.680174;9187.018547;9732.563452;4655.367886;9718.247814;8076.700732;8752.728331;6165.883563;8398.307112;7796.225358;5926.294442;4320.13528;4601.757821;5423.937427;4180.200886;8108.291527;9333.646245;9271.763213;8901.853572;7108.988594;3930.383216;4948.87366;6484.143768;7553.47525;5469.732993;10165.26287;4309.767705;5032.556815;9401.144087;9638.345959;2472.865034;6034.782773;3616.338707;626.7831697;9112.849474;2092.803985;8259.546587;7420.295689;4423.614319;2077.264648;7468.375858;4289.84312;7484.094274;4288.820125;7498.901435;7686.019044;9809.426887;8007.446145;4386.835628;9938.738387;3749.020403;0;5965.140929;4842.861033;9788.087144;7595.05347;2840.516256;9506.009749;9611.943921;10937.2169;10396.26328;10633.84522;8847.065443;9848.502702;1353.883076
Kuwait;624.5257878;5116.141666;4494.174902;3288.37535;4209.63478;3168.605657;4421.567972;4471.394827;3250.252432;9454.715673;14829.86084;3470.272282;1586.107521;3261.21472;4552.163076;3655.468307;1182.801907;147.4524868;3867.274819;5890.842859;4790.070873;3076.157525;3110.906635;2028.447516;3609.657522;5944.0044;2767.976647;3226.700842;4253.006956;4356.38154;3387.390925;3322.654638;2485.517526;8565.009999;3907.08405;5591.508615;3010.813463;4302.538298;2172.715393;2802.119757;6793.534022;5506.908159;3692.479299;11878.91455;1732.050466;3362.077477;2812.179507;1889.461818;3762.113307;3376.842216;3452.541954;2946.346699;1155.367323;3975.122331;10469.7117;2525.698583;4449.187552;1696.392127;4308.63938;1922.780414;1382.391253;15362.43518;8661.136951;3492.902682;2377.100782;3945.338203;6574.117753;8303.16073;4303.064303;2882.669778;13373.11501;2522.970224;7560.294773;2196.888536;2026.641273;1955.643355;3624.043105;1536.074399;1732.050466;10038.26413;13937.05028;2601.425937;6588.63533;8545.927787;5965.140929;0;5959.425203;3869.215447;3695.59713;4533.661812;3716.40582;4595.258849;5403.372631;4482.055643;9544.891478;6792.119837;3939.967682;6950.15046
La Paz (adm.)/sucre (legislative);5547.178936;7219.780326;9422.089017;4086.374006;9587.72878;9099.886399;8429.35885;9124.432141;9197.494949;4274.581484;9204.434513;2526.656337;5432.747869;3352.916934;1621.472626;9614.598796;5160.162364;5819.105108;8815.283655;9211.400156;7923.441363;7231.466376;7729.967524;4167.221109;2351.564895;9496.891752;8719.757312;9101.278617;4756.879631;10257.1788;8250.793521;8998.972073;6039.771053;3554.520859;6503.044647;5812.820281;2949.662043;10052.17534;6914.281173;7571.793252;1372.790894;4140.438719;4659.645523;8528.021766;5565.435783;2598.040588;3285.203442;4580.99611;5001.893898;8031.22222;8907.526024;8075.226245;6531.886599;7360.374535;5801.717946;4218.725833;3793.24097;4314.021691;8140.054196;5894.991531;6272.129866;10728.84002;4815.822751;4668.951485;7847.961463;7052.995497;4908.000175;4287.230514;3470.971485;6103.955497;9110.973569;6693.714088;4258.951396;8153.020211;6008.023014;5930.131244;7432.392514;6852.519834;6890.254568;5292.250333;10242.11245;3423.68227;5514.529695;8451.502013;4842.861033;5959.425203;0;8108.072142;4412.173601;2430.943387;9174.346833;6472.032641;8007.446145;9476.004219;5841.832594;4141.563779;9073.425524;6076.457308
