;Abu Dhabi;Abuja;Accra;Addis Ababa;Algiers;Amman;Amsterdam/The Hague (seat of Gvnt);Andorra la Vella;Ankara;Antananarivo;Apia;Ashgabat;Asmara;Astana;Athens;Baghdad;Baku;Bamako;Bandar Seri Begawan;Bangkok;Bangui;Banjul;Basseterre;Basse-Terre;Beijing;Beirut;Belgrade;Belmopan;Bern;Bishkek;Bissau;Bogota;Bratislava;Brazzaville;Bridgetown;Brussels;Bucuresti;Budapest;Buenos Aires;Bujumbura;Cairo;Canberra;Caracas;Castries;Cayenne;Charlotte Amalie;Chisinau;Conakry;Copenhagen;Dakar;Damascus;Dhaka;Dili;Djibouti;Dodoma;Doha;Dublin;Dushanbe;Fort-de-France;Funafuti;Gaborone;George Town;Georgetown;Guatemala;Hanoi;Harare;Havana;Helsinki;Honiara;Islamabad;Jakarta;Jerusalem;Kabul;Kampala;Kathmandu;Khartoum;Kiev (Rus);Kingston;Kingstown;Kinshasa;Kuala Lumpur;Kuwait;La Paz (adm.)/sucre (legislative);Libreville;Lilongwe;Lima;Lisbon;Ljubljana;Lome;London;Luanda;Lusaka;Luxembourg;Macau;Madrid;Malabo;Male;Mamoudzou;Managua;Manama;Manila;Maputo;Maseru;Masqat;Mbabane (Adm.);Mexico;Minsk;Mogadishu;Monrovia;Montevideo;Moroni;Moskva;Nairobi;Nassau;N'Djamena;New Delhi;Niamey;Nicosia;Noumea;Nuku'alofa;Nuuk;Oranjestad;Oslo;Ottawa;Ouagadougou;Pago Pago;Palikir;Panama;Papeete;Paramaribo;Paris;Phnom Penh;Port Moresby;Port-au-Prince;Porto-Novo (constitutional cotonou) (seat of gvnt);Prague;Praia;Pretoria (adm.) / Cap Town (Legislative) / Bloemfontein (Judicial);P'yongyang;Quito;Reykjavik;Riga;Riyadh;Road Town;Rome;Saint-Pierre;Saipan;San Jose;San Juan;San Marino;San Salvador;Santiago;Santo Domingo;Sao Tome;Sarajevo;Seoul;Skopje;Sofia;St. Peter Port;Stanley;Stockholm;Suva;Tallinn;Tarawa;Tashkent;T'bilisi;Tegucigalpa;Tehran;Thimphu;Tirane;Torshavn;Tripoli;Tunis;Vaduz;Valletta;Vienna;Vientiane;Vilnius;Warsaw;Washington DC;Wellington;Willemstad;Windhoek;Yamoussoukro;Yangon;Yaounde;Yerevan;Zagreb
Apia;14250.2013;14795.72987;18199.53522;13091.37031;18738.58504;17064.04899;16811.26257;17749.26202;17245.5835;7238.697103;0;11696.08996;14637.11943;11574.25355;17774.25732;14317.02373;14683.34869;17813.51244;12510.69876;12589.12212;16210.39478;16787.14657;12801.41939;11422.93711;12744.81478;17004.3457;17960.47558;11048.73797;18711.90657;14653.25721;18142.88496;13298.03134;14969.49478;13057.60752;11996.52348;19095.52398;16103.16639;16706.29548;8834.100301;11790.73796;13389.16206;4370.171784;13548.43267;11666.42032;12475.23746;12984.7934;13643.93716;17040.67875;18111.70415;17255.51709;15677.85818;12977.11841;4489.796394;13400.22726;12297.7328;13411.42898;16535.82732;13634.18415;14338.4235;2215.865381;8954.916065;11699.77016;15398.19509;12740.18122;8768.196137;8971.335897;10619.91792;15068.91734;2755.190019;13805.44317;7470.052446;16807.99079;13639.66192;15113.25028;13420.7603;16031.26597;16088.91496;3347.32328;12285.88346;11884.07609;9389.282555;14829.86084;9204.434513;16837.15483;13184.12275;10296.206;18376.20343;14466.87691;15367.53468;18302.99923;8702.853649;10607.90847;18142.41456;8896.390207;17053.90788;18631.52743;10581.22838;7958.283241;10165.60505;13049.73177;11137.15343;7439.428622;11672.38711;14617.57877;11499.71559;10491.00434;17516.9991;12662.98297;16079.07551;7302.711176;8796.995154;16575.72838;11363.18089;10721.98152;15093.67217;13323.82433;17296.0047699999;14138.78626;3697.746554;4457.644318;12981.63302;13420.64896;18624.87469;12686.11905;16024.20259;3782.765031;11741.18342;10153.33565;2703.416139;15590.58649;19234.99216;11336.4006;3559.498895;13871.10233;16868.43112;14571.85297;13887.27645;8967.820558;7926.5854;8949.030892;14786.44826;17732.39107;15720.26895;13459.77674;18521.88784;15317.00819;7347.19185;14176.92922;13395.29536;18501.16976;12799.8556;8730.192049;13338.03337;15361.90329;18128.8563;10041.86269;13875.15093;17572.82549;17189.57631;8015.464617;15921.85295;4937.515462;15781.59177;8900.294765;12546.80855;15977.0712;10009.28756;15544.83654;12071.78736;15676.27137;14821.81446;18433.41659;18665.98977;15059.71444;18392.27654;15216.9991;13551.98888;17025.27052;15084.58323;4457.957878;3458.306231;11292.92323;10226.22967;19004.8426;12800.99847;18595.10649;13450.54678;18312.25466
Ashgabat;3130.721236;5581.634122;7063.263375;2124.544577;7129.547846;6636.864066;6268.706034;6824.718258;6720.493523;6184.98673;11696.08996;0;2960.73636;1907.126059;7111.729728;2636.92198;3335.735175;6428.735944;7892.462011;6546.671869;4930.297987;5362.502753;1968.615709;444.9050212;8099.234919;6237.888108;6574.869655;3936.454969;7731.042236;6206.282851;6484.407584;4176.642297;4563.219667;4757.991875;598.8667843;7534.987678;4471.832261;5164.503643;3351.883905;3550.866043;2893.872042;10225.23268;3470.272282;400.9755657;785.9886071;2456.523966;3232.558032;5673.946268;6422.971528;5625.168826;4009.699802;5802.317664;7883.106011;1886.028794;2596.172796;1794.06659;6008.297542;3847.020208;4025.462845;13015.18115;5912.165879;3432.085538;5562.127158;5564.046605;5360.661885;5439.292791;2910.816484;3892.924338;11197.7864;4735.676153;5517.977399;5647.755852;3984.36313599999;3515.676247;5713.288785;4340.745245;4393.339885;12199.22201;1197.102273;5083.819637;4974.675398;3470.272282;2526.656337;5858.018753;2669.430127;2224.525106;6693.712764;4799.352992;6281.445229;7102.509481;6947.084387;4387.233918;6654.443744;6322.143907;6430.096961;6936.147122;1779.620085;5463.167595;3287.991559;1355.413899;7827.891464;6817.831909;3842.782715;4116.659313;3477.146177;5083.819637;6426.601379;1352.857599;5512.644609;5562.127158;4670.123256;5378.774545;2978.013158;2290.223305;4885.665571;4601.28876;6591.881329;2879.17122;12028.02358;12964.23752;1295.360704;3812.635459;7449.063719;3567.055822;6374.032708;12464.13474;10709.22416;2446.977617;10199.00264;5564.569565;7604.014656;6129.917983;10010.36298;4701.924816;6465.686138;4808.677777;3787.444334;5673.946268;7595.05347;2848.322378;4135.54725;6638.753836;4693.379446;3095.038409;7278.77918;5117.344982;9792.773499;6591.881329;3258.828092;7349.000678;5504.069538;3015.370865;3570.617634;5750.55519199999;6830.983381;8020.58715;4005.480925;6018.553987;6558.71278;4453.674761;4792.769137;13437.42101;4333.205754;12491.97859;2580.081182;4955.396426;3378.553844;4930.001093;4824.024048;4611.203493;5692.152205;6878.275092;7118.416888;5394.485081;7178.556271;4718.241884;7562.678003;5346.22776;4223.78981;9905.845107;12837.77686;1444.371327;5687.396331;7360.635798;6302.697556;7060.58844;1818.386373;6836.603201
Asmara;1911.591873;3704.399501;4131.909529;1890.84634;4170.17437;4233.897597;3550.595574;3939.384725;4255.713631;8274.964843;14637.11943;2960.73636;0;3684.539548;4507.928182;638.7936893;1575.025528;3487.45314;7474.515071;6344.052677;2121.959486;2451.831469;2546.542607;3281.190813;7530.087605;3790.570806;3800.076121;5256.944315;4938.591069;4951.745361;3588.036027;3925.379019;2469.713587;4007.484898;2759.075244;4641.185813;1515.459943;2223.394315;5937.82159;4015.568423;2142.635462;12713.48696;3075.671163;3051.996031;2175.104934;2723.609482;2182.094878;2765.244645;3475.178784;2664.474216;1240.038181;5519.732233;10742.0262;1297.458711;3021.071735;1451.987349;3346.527721;3361.794544;2939.468466;15893.6793;7239.426747;4497.295487;3877.756219;5457.332569;7412.771905;6933.173063;4898.535868;1451.987349;13966.74616;4073.305518;8075.921946;3126.310151;3488.021625;638.7936893;5191.066316;1464.585698;1465.970274;14797.16473;2667.539024;5010.514701;6856.770737;1586.107521;5432.747869;3057.772049;2182.633152;4750.382042;3743.137423;3094.827079;4135.212504;4162.684044;8059.09816;5337.276988;3697.950751;8021.399613;3660.190344;4001.933226;4364.312595;7484.772486;5389.190422;1633.200742;8085.031413;8582.367984;4287.268011;2792.55823;4185.833963;6359.150685;3793.7807;2038.770051;2952.420259;7876.471842;6582.821018;2893.36261;4010.113324;4504.869865;2767.38622;4280.513546;3777.880731;1136.326941;14535.35549;15191.42732;1719.411175;3504.992946;4648.68097;3876.513382;3953.553535;14933.14737;10038.87348;4946.462809;13055.6705;3763.726572;4691.001547;6674.674799;12728.01702;3996.182835;3755.359489;3033.068304;2498.806397;7080.943888;9373.262527;5786.15633;2084.080055;3970.214816;2562.532756;2800.225432;4480.079435;3427.013781;11311.22348;5556.033952;3017.655552;4565.901031;5373.393943;5908.653205;3354.027653;3581.431033;4062.889833;8753.384357;2728.316639;3207.203565;3767.924648;6914.35962;2098.643409;15457.1766;1495.570245;12746.14087;3247.555611;2728.176061;5531.780415;3032.884754;5264.780601;2006.209203;3802.934138;4016.168263;4247.093409;3359.581438;4398.651107;2480.480999;6704.859451;2459.901512;1934.787073;12037.09277;15406.11133;3704.399501;6402.744914;4449.984724;6032.009341;4196.344111;1190.992961;4005.925873
Astana;2676.994414;7069.949649;7648.16798;3753.6938;7454.790987;6070.75921;7233.663457;7539.011516;6203.466312;7569.042861;11574.25355;1907.126059;3684.539548;0;6699.592513;3100.790807;3116.342384;6999.976443;6122.096617;4778.167301;5801.974977;6065.24377;1245.85982;1568.96248;6362.489269;5763.506516;6440.019485;2037.118622;7521.031042;4901.228682;6583.504523;2686.907469;5907.749086;6549.591797;1434.961889;7546.173814;5075.159916;5793.351648;4602.224488;5453.623548;4534.839801;9032.558813;2284.228924;1506.583415;2166.932368;1434.449221;4833.804847;6370.36695;6697.66834;6090.803463;4253.00248;4106.943396;7233.40587;3192.580556;4461.320712;2240.594145;7030.16713;2576.602651;3063.147237;12291.06724;7656.99413;1545.192789;4607.56999;3828.317227;3788.153223;7154.315311;1228.620331;5017.504869;10317.72322;3342.64042;4413.574198;5328.273679;2678.050369;4323.333178;4117.154985;4649.417105;4790.774216;11113.06837;1095.32274;6977.861106;3291.807685;3261.21472;3352.916934;6729.298425;4349.020422;1295.360704;6965.788508;6320.635951;7664.547883;7653.515018;8711.351083;6265.336521;7128.947017;4586.868146;7333.946755;7114.513329;1134.067712;6941.00698;1710.579939;2299.872705;5936.963899;8345.353324;5747.96071;3274.790933;5384.230407;3200.949668;6122.096617;3007.964243;6616.494965;6831.190493;6264.810055;5068.021941;4881.572563;864.153422;6234.99499;3063.037018;7434.420718;4159.983752;10859.50577;11609.59829;2190.3902;2449.140623;7275.498936;1936.892897;7593.023058;11267.26979;8910.0137;1421.556765;9489.630336;4686.935516;7664.306689;4234.381897;9070.026233;3338.251833;7438.400316;6303.208821;5377.403233;7405.409872;5918.273236;2885.723443;5471.167576;6353.23105;4231.559775;2028.553966;7116.737487;4250.390648;8057.784071;5134.358541;2069.222528;7155.307021;3780.956994;3783.253975;2234.185564;7106.724117;6660.896316;6117.127637;5617.932034;5998.643115;7434.170302;5697.251714;5778.431654;11982.21686;5177.058257;10587.87351;1132.76447;4506.99004;1849.308907;4244.118454;2985.394553;5664.554432;7179.47735;6867.419056;7107.511602;6805.204869;6994.651617;5999.620868;5952.444349;5534.620226;5451.764868;11012.00678;11726.17101;598.2403111;7563.635902;7430.597948;4568.056022;7039.092936;2956.641679;6768.803163
Athens;4109.440236;6056.64728;3072.681614;6366.393139;2264.802247;724.7184658;4179.111475;3438.549092;548.7951066;12751.63319;17774.25732;7111.729728;4507.928182;6699.592513;0;4558.072937;3796.761762;2924.669378;5443.108422;5210.590538;3913.495088;3380.974058;5569.73121;7265.073445;5255.682568;936.3337464;910.9365889;6855.669304;960.3368444;3125.750402;1545.860937;4599.114021;5363.33391;7487.382044;6666.254198;1445.739281;3456.012183;3240.371128;10377.07374;8249.235151;6379.000394;13497.99096;4511.983395;7017.545781;6408.144574;5268.583428;6244.149006;3316.939763;2044.930971;2706.890826;3270.420556;4797.243085;13402.51209;5795.593557;7420.707364;5319.037483;4339.114525;4348.021684;3698.098564;16506.09049;11457.79727;6269.049523;2421.627719;5035.552633;9067.692961;11258.34709;7468.99489;4785.641937;15175.6846;4036.212238;10449.65703;1463.973947;4314.413712;4289.65938;4353.697562;3080.685117;3160.456254;14933.59313;6233.994555;8707.204745;8456.071908;3655.468307;9614.598796;3834.173354;6511.443347;7991.787949;2032.628115;6057.336554;5765.257403;2973.542583;12047.14196;9576.831506;2645.156574;8880.81236;3996.660825;1771.731731;7795.293243;11961.84186;7881.303269;5811.305429;6757.013994;12926.78224;8461.257385;3449.547433;8485.388987;7314.535296;714.1742279;6520.694596;4575.624254;12384.3988;11058.01127;1733.303343;8427.509776;7497.268113;5393.745922;4517.208156;3818.358765;5406.52722;14542.03789;14140.77776;5845.13426;4548.846389;863.2577941;5282.320199;5121.51345;14612.18407;6821.567032;8093.141257;15073.84506;2246.468637;1625.553533;6439.960121;14236.79109;3977.837648;4239.599659;5946.696351;6228.670297;11354.53011;9858.395687;9537.696786;5341.585933;559.6716065;2492.039674;4688.565537;814.6122031;2586.511614;10638.19884;3630.876648;4698.265576;752.0408381;4977.005585;10104.51291;4674.603808;5531.807247;739.1962414;7836.103927;6342.348824;1445.941319;3923.245925;11402.39787;4246.17354;13846.72477;4004.956456;9840.92481;5617.881869;2215.344422;8032.983215;2472.497968;5736.175603;4461.207975;6077.119564;1197.176708;1226.468579;5689.908181;714.0565081;5150.548304;4381.973901;2229.260082;5008.015638;16395.11062;15080.92935;7102.494583;10359.21775;1547.205132;4986.152596;1182.829508;5630.210574;1030.555824
Baghdad;1349.486066;4334.996058;4606.92274;2105.585866;4548.790889;4181.638814;4140.461583;4457.023416;4232.382228;8346.842041;14317.02373;2636.92198;638.7936893;3100.790807;4558.072937;0;1121.287045;3956.107692;6979.494768;5801.971129;2707.688164;2972.882825;1926.644432;2894.229896;7059.132579;3751.150019;3951.939693;4619.650119;5108.250915;4557.081629;3849.989809;3338.07872;3100.790807;4525.76524;2327.771761;4898.781302;1991.515381;2713.897251;5819.263838;4326.752401;2542.941534;12109.3538;2474.621953;2651.651651;1879.679479;2085.270421;2651.651651;3281.922383;3818.241708;3081.080103;1372.790894;4973.081402;10247.77446;1351.980273;3266.4516;927.4393377;3951.181146;2781.740425;2432.313653;15373.70023;7481.994377;3859.02892;3558.816234;4888.872803;6793.266429;7132.616322;4299.856066;2089.19198;13414.4715;3542.489015;7510.942207;3112.043386;2914.075834;1253.952717;4669.82104;1714.557523;1794.064288;14197.39729;2135.639449;5456.232634;6230.183801;1182.801907;5160.162364;3629.251004;2526.656337;4225.751007;4091.409394;3705.388622;4773.971085;4626.070902;8362.235673;5609.396348;4130.413559;7384.32624;4234.022449;4314.880192;3862.576523;7564.043572;4793.00504;1285.049144;7514.02688;8746.461495;4615.845751;2328.055172;4458.353472;5720.462414;3852.549681;2005.020229;3576.598239;7875.128277;6674.382065;2854.427317;4207.106357;3939.885818;3402.478996;3710.512704;4334.354689;1621.472626;13923.71319;14555.27435;1341.983333;2910.694311;4823.219698;3247.359645;4583.13413;14314.58813;9621.755592;4412.173601;12546.19404;3475.624741;4971.092798;6064.798461;12168.56217;3469.414941;4344.846948;3648.887546;3035.59682;7302.870199;8735.642054;5382.943485;2705.300263;4052.160314;2343.421918;2180.129525;4652.766816;3092.792407;10676.08768;5130.611437;2401.169793;4727.353293;4806.036438;5646.756415;2746.479039;4220.189989;4211.187866;8146.941106;3275.044606;3385.547892;4333.380696;6852.641204;2714.703683;14818.77518;2087.140802;12228.84832;2610.496841;2558.203872;4938.729622;2747.306968;4647.025723;2636.134723;4434.807304;4241.548434;4481.512777;3994.996567;4557.081629;3117.987276;6269.049523;2713.457479;2570.329594;12141.50305;14797.16473;3177.927684;6749.269446;4727.547571;5493.277352;4423.864909;1112.262553;4202.919039
Baku;501.1884302;5159.752552;4624.050332;3221.255406;4350.350637;3301.27901;4521.221182;4592.915998;3386.065641;9344.963658;14683.34869;3335.735175;1575.025528;3116.342384;3796.761762;1121.287045;0;3994.008512;5901.08964;4776.545761;3160.434419;3217.106913;1881.979008;3468.500704;5963.876056;2904.703071;3373.984129;4140.52048;4502.816852;3435.938294;3468.218902;2428.618946;3942.800104;5581.775472;2869.786583;4449.780918;2266.108422;2910.423719;6665.317892;5447.172558;3653.152453;11767.06745;1647.952461;3221.255406;2688.077772;1752.040751;3736.870467;3488.160828;3592.985907;3072.430775;1262.703147;3956.441689;10329.00729;2447.985643;4380.55886;1570.667077;4400.582667;1862.38525;1366.93947;15240.20857;8582.607685;3377.631787;2455.89309;3913.634931;6454.46846;8216.997906;4165.76452;2914.141984;13249.21407;2505.531378;7425.028381;2340.054379;1973.233069;1987.173596;3617.735621;1650.899054;1840.579555;13831.14065;2455.256886;6558.546016;5848.051568;147.4524868;5819.105108;3970.450944;3646.199348;4387.233918;3857.735625;4620.079548;5468.54301;4613.735621;9478.002093;6722.425226;4073.012608;6850.06629;4552.325879;3998.232958;4111.458691;8573.744135;4650.440137;2115.865217;6535.310319;9805.861985;5736.987964;1222.113276;5573.790019;5121.309448;3136.686716;3032.861332;4140.52048;8814.068096;7699.647074;2069.23428;5303.692204;3976.50544;4208.578504;2747.311244;4590.644449;2691.179282;13506.25755;13939.52827;2123.545615;2036.670881;4237.082138;2557.926636;5150.754217;13849.50708;8506.432651;4533.661812;12533.83243;2389.919165;4559.38267;5203.398142;12008.23349;2426.794172;4715.557723;4547.978915;4073.806044;8396.240022;8169.74392;5801.902288;3599.332071;3359.604368;1362.164996;1488.747342;4071.189512;1987.179572;9937.885285;4014.405154;1663.992864;4124.450877;3828.844083;6308.643213;1936.87124;4941.613094;3612.452763;7259.755386;4302.861356;2893.672037;4618.853188;7743.950367;3281.922383;14095.96025;2621.66989;11171.21589;2253.584167;1620.044103;4806.162018;1677.804764;3838.776886;3283.377735;5249.576007;3769.497301;4011.987431;4786.503316;3957.079547;3902.527886;5156.934788;2431.292873;3393.906078;13137.60093;14371.57786;3400.290532;7870.50571;4322.578992;4463.413727;3945.395904;2176.545975;3684.534146
Bamako;4491.500749;3225.561404;651.0744621;4798.100528;956.0806738;3315.988979;1257.939978;654.1332402;3178.175637;10608.99394;17813.51244;6428.735944;3487.45314;6999.976443;2924.669378;3956.107692;3994.008512;0;8182.370603;7631.133924;1626.50259;1086.195348;5762.960137;6766.670163;8046.88909;3057.243489;2072.098133;8094.371727;2558.203872;5561.223823;1401.293423;6057.567303;2857.561789;4856.732742;6243.968748;1906.369582;1976.227349;1265.445506;9034.787138;6030.025393;4439.494417;15668.88573;5506.294203;6539.270271;5644.576945;5732.88818;4174.500947;795.325705;894.5062812;921.7407508;2761.940147;6998.167813;14203.47533;4602.720435;5525.78376;4880.829471;1449.277039;5570.84322;4861.057873;19199.76366;8972.641878;7346.155067;4471.963572;7129.339294;10432.57504;8905.322851;8133.270354;2780.394068;17236.66872;5766.83778;11395.01786;2752.161787;5622.796952;2913.444655;6545.588261;2362.823899;2209.636464;17585.1484;6090.803463;6065.738298;9816.866042;3867.274819;8815.283655;1019.513308;4652.526105;8178.238742;906.8338046;3414.537878;2847.545224;675.2613329;9361.708876;7242.116031;345.7400796;10695.20986;1073.031879;1226.467203;7818.497016;9872.856894;8624.386893;5120.368428;9364.765039;10495.55043;6159.861921;4574.891807;6318.167909;8960.048372;2561.94629;5310.698126;1804.434429;10512.77903;9022.787183;2828.806111;6451.13743;7859.029528;2763.233444;6199.499748;913.8841237;3760.224822;17200.20604;17040.34669;5206.65275;5784.979291;2347.312737;6446.142316;2197.5528;17393.75087;9741.555375;8359.330008;16489.25179;4258.251694;1825.917791;8597.935768;16001.44135;5684.681404;1316.954689;3305.577619;3928.331435;8932.681462;11931.67944;9269.569077;3027.065074;2505.282241;3497.889205;5449.055862;2258.822673;4308.100498;13247.29284;6183.678324;5588.353814;2367.720336;7051.251499;9266.938196;5775.671259;2671.37776;2187.214647;10370.6922;3949.269022;1833.025034;1011.401036;9809.256514;1897.856639;16771.28162;2131.975744;12751.88227;6245.568947;3342.242805;8778.167617;3911.974447;7478.62218;2142.208898;3227.214466;1740.247298;1796.427829;2899.144511;2291.245389;2611.57869;7135.756645;1676.649284;2730.8102;13753.43996;17913.63514;7131.986004;7744.891248;1676.532582;7348.580801;1809.390179;4614.089059;1895.834894
Bandar Seri Begawan;5638.275636;10782.37817;8473.367238;8948.137566;7691.518029;4896.081724;9341.225261;8784.267511;5053.315662;13444.8404;12510.69876;7892.462011;7474.515071;6122.096617;5443.108422;6979.494768;5901.08964;8182.370603;0;1347.990923;8473.464333;8169.173557;6030.35658;7650.642625;340.1648137;5125.135959;6151.736157;4457.230163;6243.486697;2714.811072;6808.076884;3817.769316;9675.925549;11481.91062;7306.664568;6866.552531;7613.368451;7895.839875;10573.09015;11137.3459;9512.159298;8141.55667;4665.241035;7523.411795;7751.213769;5550.287312;9629.662993;8267.548743;7300.957877;7597.655774;6704.874392;2113.625346;9062.075609;8149.160878;10034.59134;6930.81966;9402.29722;4295.355174;4548.257726;11128.24289;13776.80809;4614.109611;3892.536368;2328.990356;5308.35101;13276.41176;5740.621918;8701.4337;9775.46919;3449.978043;6839.222733;5507.560355;4150.732044;7799.390859;2324.318052;6890.992729;7103.555078;9508.598726;6723.387251;12425.54976;4949.19895;5890.842859;9211.400156;8861.974965;9463.649129;6782.336749;7379.70621;10407.1265;10802.9952;8382.417265;14827.43879;12231.35403;7973.808668;4452.686028;9218.063763;7178.216086;6981.943833;12947.25567;5765.727495;7435.933405;1411.719481;14341.55284;11444.03062;4682.112454;11178.6843;3820.277201;5632.511324;8479.324708;9423.474352;12631.69565;12362.61293;5520.170598;10764.43844;6283.944053;9875.583777;3391.598849;9093.274823;8588.823931;9114.416193;8886.534727;7369.589085;4239.424566;6267.707186;4329.477634;10252.12391;9229.372957;2818.789237;6687.690563;9913.064604;4084.717743;7042.729767;2291.759414;9009.169242;3518.14617;9458.647596;10318.58905;9971.947588;13526.86621;4868.437309;8261.578042;9406.960481;5725.282303;5214.574444;5042.370528;6252.342462;4235.849826;5198.24443;2060.344745;4827.167824;6175.704027;2391.384124;9517.966241;4465.504221;10396.52302;6108.171529;2502.505788;10196.39311;6359.818195;9184.503504;11573.26385;8733.587626;8755.731339;8167.044119;5274.97265;5319.389317;5210.044094;5827.750901;4686.770492;3151.811561;8842.041655;10847.58864;6594.244321;6664.547526;10382.605;6157.125377;9566.262118;1061.484062;6782.336749;9144.711008;15706.01967;9734.574315;6712.312576;13511.5512;6988.76359;1595.364293;6615.189516;7838.581503;6413.385224
Bangkok;4452.778079;9852.542866;8035.20291;7687.753512;7324.391042;4549.795645;8673.433573;8272.250553;4726.926867;12188.31677;12589.12212;6546.671869;6344.052677;4778.167301;5210.590538;5801.971129;4776.545761;7631.133924;1347.990923;0;7616.433115;7407.114812;4705.179859;6302.697556;1588.455897;4657.963648;5743.714138;3203.261411;6122.906174;2111.226034;6347.956695;2528.790884;8677.331608;10327.51623;5963.001492;6651.400781;6712.64405;7110.055351;9272.330805;9842.175558;8296.484395;8300.599536;3397.36994;6176.020826;6428.135987;4232.194706;8445.768153;7559.448376;6801.412387;6914.92645;5732.343398;829.8221864;8611.849167;6896.016723;8743.291193;5657.855374;8679.272704;3044.54824;3410.276238;11611.00793;12429.76073;3284.393001;3161.498406;989.6842659;4475.560038;11931.52399;4465.684334;7664.905707;9988.229218;2271.324605;6036.303824;4879.156406;2904.190612;6741.384554;1178.042999;5978.96734;6199.382026;9965.323082;5383.024794;11189.24227;4005.298314;4790.070873;7923.441363;8150.946731;8226.424772;5493.561296;6935.628715;9381.4285;10001.68409;7959.497831;13479.58286;10899.28688;7483.810102;3872.97011;8591.979559;6801.252398;5666.662456;11647.6222;4545.225428;6142.106147;1803.619357;13051.4473;10149.86489;3593.146703;9867.001869;2782.182032;5205.902133;7177.62829;8606.530086;11389.47682;11031.19668;4823.317312;9438.00027;4978.629307;8912.880397;2116.097231;8509.527953;7423.41522;9574.754302;9569.292677;6070.117611;2960.374976;6073.369511;2988.752736;9524.50229;9770.873928;4162.611347;5415.536189;9891.164245;3374.277665;6831.277258;1378.293222;9031.821739;2349.761763;8820.015644;9303.022534;8833.349592;12180.68983;4667.335204;7033.867311;8362.799779;5351.375923;4333.412412;3762.359251;6015.812327;3387.891556;5616.832182;1588.455897;3540.939292;5962.015406;1058.308557;8256.010879;3174.727581;9536.990626;5766.491581;2740.482901;9068.592583;5809.490158;8586.82263;10301.77773;7837.980578;9549.222785;7223.538854;6431.004973;3978.227906;4395.390541;4625.166911;3828.56706;1827.587268;7909.584149;9930.759353;6238.303272;6362.391914;9460.411812;5901.061439;8601.270059;1452.39379;6070.817296;8131.794775;14913.01509;10303.13727;5370.517056;12187.27312;6723.293944;314.5634069;6302.06825;6583.504523;6057.240663
