;Abu Dhabi;Abuja;Accra;Addis Ababa;Algiers;Amman;Amsterdam/The Hague (seat of Gvnt);Andorra la Vella;Ankara;Antananarivo;Apia;Ashgabat;Asmara;Astana;Athens;Baghdad;Baku;Bamako;Bandar Seri Begawan;Bangkok;Bangui;Banjul;Basseterre;Basse-Terre;Beijing;Beirut;Belgrade;Belmopan;Bern;Bishkek;Bissau;Bogota;Bratislava;Brazzaville;Bridgetown;Brussels;Bucuresti;Budapest;Buenos Aires;Bujumbura;Cairo;Canberra;Caracas;Castries;Cayenne;Charlotte Amalie;Chisinau;Conakry;Copenhagen;Dakar;Damascus;Dhaka;Dili;Djibouti;Dodoma;Doha;Dublin;Dushanbe;Fort-de-France;Funafuti;Gaborone;George Town;Georgetown;Guatemala;Hanoi;Harare;Havana;Helsinki;Honiara;Islamabad;Jakarta;Jerusalem;Kabul;Kampala;Kathmandu;Khartoum;Kiev (Rus);Kingston;Kingstown;Kinshasa;Kuala Lumpur;Kuwait;La Paz (adm.)/sucre (legislative);Libreville;Lilongwe;Lima;Lisbon;Ljubljana;Lome;London;Luanda;Lusaka;Luxembourg;Macau;Madrid;Malabo;Male;Mamoudzou;Managua;Manama;Manila;Maputo;Maseru;Masqat;Mbabane (Adm.);Mexico;Minsk;Mogadishu;Monrovia;Montevideo;Moroni;Moskva;Nairobi;Nassau;N'Djamena;New Delhi;Niamey;Nicosia;Noumea;Nuku'alofa;Nuuk;Oranjestad;Oslo;Ottawa;Ouagadougou;Pago Pago;Palikir;Panama;Papeete;Paramaribo;Paris;Phnom Penh;Port Moresby;Port-au-Prince;Porto-Novo (constitutional cotonou) (seat of gvnt);Prague;Praia;Pretoria (adm.) / Cap Town (Legislative) / Bloemfontein (Judicial);P'yongyang;Quito;Reykjavik;Riga;Riyadh;Road Town;Rome;Saint-Pierre;Saipan;San Jose;San Juan;San Marino;San Salvador;Santiago;Santo Domingo;Sao Tome;Sarajevo;Seoul;Skopje;Sofia;St. Peter Port;Stanley;Stockholm;Suva;Tallinn;Tarawa;Tashkent;T'bilisi;Tegucigalpa;Tehran;Thimphu;Tirane;Torshavn;Tripoli;Tunis;Vaduz;Valletta;Vienna;Vientiane;Vilnius;Warsaw;Washington DC;Wellington;Willemstad;Windhoek;Yamoussoukro;Yangon;Yaounde;Yerevan;Zagreb
Tehran;1799.635183;6098.381365;4417.015856;4844.402576;3855.376601;1826.835737;4860.156967;4566.050522;1961.064344;11017.88471;15544.83654;4930.001093;3032.884754;4244.118454;2472.497968;2747.306968;1677.804764;3911.974447;4686.770492;3828.56706;3807.625269;3579.034491;3175.945101;4993.412635;4669.05687;1540.685674;2424.857671;4498.497244;3357.283409;1999.197608;2834.50901;2266.856183;4997.795464;6920.159726;4407.969909;3552.737971;2928.591826;3281.565639;8281.532898;7038.263825;5175.321354;11795.65179;2042.670128;4755.190497;4338.929062;2825.778529;5192.713538;3741.440059;3185.584487;3115.623732;2042.670128;3118.968802;11056.11067;4098.27735;6004.000788;3225.561404;4852.816768;1913.351133;1230.162827;15294.66373;10227.24561;3850.135667;852.0473044;3223.701439;6807.060129;9879.018423;5003.695358;4055.020173;13446.41733;1865.964712;8076.312951;1288.647948;1905.363859;3197.86705;2679.718119;2204.229102;2417.29577;13679.51315;3902.650493;8006.564164;6181.155388;1579.500569;7326.287545;4328.523384;5209.009691;5530.045688;3386.700196;5736.02128;6181.155388;4364.064898;11084.64989;8343.899172;3835.554225;6857.815345;4797.131637;3372.615394;5357.447648;10249.63024;5428.325596;3782.922115;5625.93532899999;11480.70125;7315.877648;977.3066995;7190.307429;5158.504184;1982.940129;4708.888706;4786.193564;10466.50905;9377.359799;1114.79703;6954.362833;5027.540687;5189.270256;2321.056196;4740.466001;4160.377834;13301.77405;13394.75149;3781.69268;2125.139495;3148.457107;2861.219481;5696.301758;13545.4921;7047.180696;5624.676116;13006.4844;732.828659;3707.521833;4688.034539;12297.4864;1786.494737;5016.606807;5643.56102;5425.247324;10050.09918;8038.505585;7111.848351;4756.744121;2209.356671;528.4661541;2221.075932;3009.073752;451.6793406;9401.821174;2645.548674;2225.880679;3021.698707;3144.060725;7807.63455;2222.419524;5736.014149;2585.54343;6545.057792;5625.865975;2213.011982;4807.609469;9377.359799;4052.932691;13370.35155;3481.005078;9900.699517;3147.91339;575.4236825;5582.086671;0;3611.682811;4155.409654;6166.468709;2930.07504;3139.271215;5699.31997;2879.16088;4880.546883;3782.170783;2271.362583;4476.544974;14804.17223;14084.17786;4681.702302;9435.58886;3510.270455;3525.187802;3067.900291;3841.455647;2782.060411
Thimphu;3390.786607;8962.231329;8017.328138;6244.90726;7463.706325;5011.972021;8268.02161;8129.28093;5190.833577;10370.78766;12071.78736;4824.024048;5264.780601;2985.394553;5736.175603;4647.025723;3838.776886;7478.62218;3151.811561;1827.587268;6977.659267;6942.125551;3141.312215;4539.603667;3413.317199;4937.829446;5972.998549;1449.454571;6696.218407;2825.117772;6441.094207;1444.650397;7729.658713;9032.842672;4263.912167;7055.198349;6062.998022;6628.54852;7445.19898;8267.970642;6941.57608;8197.297697;2203.118763;4437.449324;4824.685683;2727.029128;7154.498066;7170.195077;6794.929679;6617.502619;5030.754616;1337.638472;7685.168601;5496.232285;7197.11586;4250.015756;8187.874907;1989.940908;2646.181478;11721.3179;10639.01506;1462.329362;3326.631869;1005.1022;3340.739336;10131.78941;2659.504563;6701.095988;9835.773472;1756.586316;4804.203317;4885.264627;1902.17647;5790.358631;1595.596301;5370.523844;5585.740405;10153.51916;3715.844094;9717.970447;2744.616472;3908.341154;6099.963809;7714.181052;6824.718258;3673.208563;6998.303051;8352.397685;9307.189586;7969.270449;11694.7926;9210.874199;7433.774349;3246.370955;8255.802213;6971.349583;3839.151703;9820.206194;2798.2214;4649.417105;3046.25528;11224.61464;8573.488636;2921.547444;8249.264848;1580.844225;5470.759313;5632.475949;7970.133846;9579.579855;9211.210548;4726.479817;7781.001824;3152.313183;8015.664969;1290.627808;8242.96331;6211.109076;9794.839974;10111.46102;4561.042022;1802.997473;6557.38267;1431.490347;8972.127726;10093.64289;5924.692098;3605.905651;9432.636785;3519.667899;7224.363807;1430.978342;8691.523038;1831.255794;8449.162549;8295.234928;7619.667589;10385.58391;4454.495386;5249.834881;7348.457415;5672.395205;3982.408471;2466.914198;6450.428069;3287.53126;6099.115622;2698.593515;2247.288952;6431.771968;1001.036298;6443.643896;1917.366182;8777.122758;6085.572661;3510.814819;7866.897363;5823.682462;8293.89424;8481.587462;7118.346587;10258.70008;6459.430877;7832.615113;2345.145;4158.598251;2899.435494;3611.682811;0;7121.286644;9057.567594;6489.898253;6675.978902;8602.817723;6321.365612;7716.543494;3162.627747;5803.728316;7186.669562;13349.55648;10629.7735;3568.259707;10510.74189;7053.690812;1672.032697;6606.43161;5189.731093;6326.416853
Tirane;3736.943008;1947.532969;2664.49028;2732.455135;3070.35766;4537.200765;1657.560892;2319.869547;4470.564051;8541.07457799999;15676.27137;4611.203493;2006.209203;5664.554432;4461.207975;2636.134723;3283.377735;2142.208898;8842.041655;7909.584149;565.7969468;1153.732292;4552.457773;5008.191423;8813.852378;4132.872537;3560.359728;7250.644087;4451.207548;6140.268171;3026.023587;5707.536282;915.5657939;3035.071877;4579.648506;3902.635999;1231.983589;1223.488808;6913.133985;3937.180509;2300.922265;14693.41551;4922.427803;4812.880902;3866.525577;4714.878912;2032.713618;1367.339306;2644.103333;1790.691411;2178.114338;7126.775585;12488.20783;2725.383139;3383.838732;3424.785147;1402.727842;5143.530522;4572.723289;17540.32829;7033.575861;6486.097277;4962.639477;7136.517656;9416.691342;6895.028643;6888.057254;721.5496184;15808.89244;5692.655087;10005.13258;3541.821978;5248.764809;1384.742665;6732.012654;1951.555847;1738.622431;16757.52613;4608.770211;4249.081509;8862.979857;3222.144937;6815.212514;1294.150339;2520.406872;6644.225366;2832.971014;1649.585456;2186.561325;2737.677065;7586.386674;5207.375062;2466.17101;10014.46937;1827.680245;3172.168355;6230.02241;7783.728938;7374.822862;3456.387234;9709.723793;8537.895355;4098.623108;4346.885424;4213.739887;8328.370855;3846.150991;3348.973367;951.9484227;8390.162917;6914.338654;3436.553754;4314.833564;6458.043699;1040.370278;6000.822816;2010.211248;1752.011265;16522.93862;17183.4193;3560.435017;5319.998538;4185.972187;5795.983912;1947.505056;16931.17046;11025.14767;6852.232442;14794.75376;4783.277829;3868.587434;8480.121099;14609.04864;5608.601786;1854.835169;1544.763183;1832.38935;6956.668125;11362.45673;7435.332337;915.5657939;3917.052714;3628.103891;4706.193784;4049.104227;4606.663265;13219.49272;6793.089966;4908.328228;4158.237585;7051.370289;7240.476503;5210.750833;1660.074656;3782.70888;10515.55452;1903.431979;3026.023587;1963.337504;7667.083156;246.0560056;17379.31441;686.1982281;13998.67486;5243.722598;3641.477665;7513.527477;4155.409654;7121.286644;0;2021.964944;3490.076362;3648.750077;1551.785806;4027.151593;741.0344878;7911.123713;2299.802801;595.983924;11953.27065;17383.60427;5618.11967;5898.777662;3670.901976;7596.475422;3630.157441;2837.306658;3577.108735
Torshavn;5671.261236;110.8029951;3393.330858;3567.64983;4126.10313;6317.109768;2013.560893;2938.766964;6216.689378;7664.542497;14821.81446;5692.152205;3802.934138;7179.47735;6077.119564;4434.807304;5249.576007;3227.214466;10847.58864;9930.759353;2380.905374;2768.051187;6236.255196;6134.40857;10802.84963;5957.426125;5174.380925;8994.122657;5784.433538;8136.242394;4534.354508;7676.31754;1334.032678;1849.490879;5870.821327;5119.790271;3238.232047;3000.190797;6938.892925;3444.445346;2811.636929;15825.63321;6856.472691;6002.685795;5095.827412;6494.957818;2464.764968;2769.42828;4048.586813;3419.714965;4198.433863;9143.56443;13090.05204;3991.031114;3527.432565;5042.345248;1779.620085;7109.039724;6573.806588;17037.64889;5874.259025;8254.222439;6957.026631;9142.310589;10954.75928;5902.535406;8394.91207;2356.953288;16255.04009;7703.031435;11192.86539;5434.008047;7222.688624;3270.422893;8752.913684;3967.607006;3751.003066;17456.07357;6084.155339;2949.662043;10470.37456;5203.954542;7320.446997;2247.466759;3050.359646;7905.412332;4126.10313;893.9972047;708.8700331;3502.259285;6154.501608;4363.316025;3559.24017;11731.29731;2247.466759;4453.302863;7462.449271;7012.449147;8849.522179;4880.083836;11729.41986;7383.931097;3442.947834;6357.883727;3750.813962;10132.6233;5573.993928;4341.743421;1509.933161;7766.714043;6272.793025;5370.517056;4105.668856;7862.502212;1042.599231;7991.829674;2483.501831;3027.456504;17465.62232;18585.76407;4989.462153;7272.445639;5572.883192;7679.436711;1239.45355;17888.18488;12865.0443;8126.929415;15141.00479;6769.800477;5019.224076;10449.20778;15345.04531;7619.586838;2047.638244;886.4185664;1916.349157;5878.507346;13080.8439;8236.332688;1744.505462;5586.227928;5641.315992;6600.238738;5477.122641;6618.147907;15107.97186;8790.871344;6814.627036;5587.308399;9057.108207;7639.551508;7140.59848;556.1312765;5343.444328;12508.68317;1724.143934;4746.069117;2374.234767;7365.303576;2114.260672;19128.07399;2707.524313;15888.49229;7001.483257;5637.682625;8967.960328;6166.468709;9057.567594;2021.964944;0;4938.486133;5019.224076;470.3507051;5498.048567;1347.07744;9890.984641;4144.230885;1871.376006;10530.20829;17991.119;6977.553923;4595.696296;4894.868352;9617.368674;5027.104504;4224.4264;5075.842698
Tripoli;4190.430366;4926.713711;1886.107749;5743.986537;1100.03135;1709.176635;2998.157774;2241.694181;1543.80073;11993.93721;18433.41659;6878.275092;4016.168263;6867.419056;1197.176708;4241.548434;3769.497301;1740.247298;6594.244321;6238.303272;2925.11282;2349.82801;5648.378659;7114.09754;6423.630476;1595.723509;517.5285419;7424.601061;975.3577582;4127.105564;470.0151287;5195.170878;4353.736963;6454.088662;6527.035575;680.2917744;2690.405179;2282.373925;9945.792842;7400.443258;5609.096901;14529.57221;4894.464447;6866.933917;6116.554652;5451.325288;5419.639164;2224.525106;893.2565272;1700.710806;2869.146232;5727.092715;13959.97207;5303.418055;6693.188969;5116.04723;3175.751565;4826.650324;4114.086215;17698.7385;10520.05354;6753.72749;3202.972104;5924.014088;9736.450666;10382.63838;7814.043898;3936.729334;16218.67847;4735.356145;10982.63814;1646.467271;4830.647736;3642.739586;5270.925789;2559.607695;2555.141306;16102.4025;6196.476173;7677.175002;9110.874764;3622.249226;9400.95727;2692.03375;5777.031095;8151.308732;838.4022887;5006.079769;4587.651192;1791.030131;11011.39928;8693.224861;1449.560889;9720.434688;2807.609282;584.367493;7880.4671;11219.34902;8270.395294;5525.803862;7868.416903;12027.82408;7579.937337;3831.007161;7662.149612;8061.066676;1043.20215;6048.774535;3458.579883;11750.81661;10328.36521;1865.556766;7684.88837;7716.115956;4338.820335;5211.209324;2623.646102;4718.577442;15708.48886;15337.81646;5582.963237;5042.483642;698.0935408;5772.431638;3936.729334;15799.58261;8001.870096;8288.968985;15921.46074;2995.750001;801.5885568;7377.822614;15163.25039;4663.725689;3049.216214;4894.868352;5313.888921;10446.70855;10806.96847;9548.045774;4401.109407;887.8887885;2718.472283;4974.507954;560.409331;3204.760064;11769.08244;4694.425366;5042.754612;670.8426295;5855.914886;9886.367458;5112.778214;4386.363936;486.0797534;8928.32463;5393.394294;878.369932;2729.498995;10879.77824;3256.265401;15033.72801;3156.38621;11012.10942;5886.610152;2467.222056;8426.899571;2930.07504;6489.898253;3490.076362;4938.486133;0;243.5588532;4575.627944;560.409331;4124.67528;5533.727322;1556.267214;4071.111408;15410.79902;16275.5676;7168.912071;9351.393504;583.497624;5987.20789;182.3165275;5202.627497;182.3165275
Tunis;4430.663818;5013.085646;1855.1708;5957.627258;1040.233451;1814.340449;3048.294428;2242.297589;1640.38174;12174.22431;18665.98977;7118.416888;4247.093409;7107.511602;1226.468579;4481.512777;4011.987431;1796.427829;6664.547526;6362.391914;3082.95977;2499.337491;5890.183828;7356.392116;6481.411107;1753.445095;714.4155284;7637.333355;803.2828291;4253.869981;670.8104107;5399.981686;4495.627962;6580.295333;6769.800477;438.6816162;2898.79046;2455.89309;10170.98325;7573.920787;5802.260953;14662.37701;5119.507853;7109.347323;6355.137648;5689.480999;5603.606909;2349.414321;1013.004217;1869.260691;3108.810352;5876.946935;14183.09918;5531.012641;6890.182964;5358.348945;3244.724714;5043.069919;4333.90663;17717.4692;10665.64061;6973.859993;3371.453972;6083.675675;9940.542998;10543.49624;8046.481188;4122.139741;16350.61064;4924.970104;11203.93131;1863.363199;5043.300449;3860.684326;5422.553703;2794.334995;2783.467333;16160.04163;6440.019485;7801.418817;9315.911758;3864.69259;9640.018334;2781.994028;5975.412037;8392.466354;893.1352892;5130.231249;4635.691007;1753.218702;11126.28994;8856.105763;1480.951299;9896.707018;2845.431062;576.0219396;8123.196406;11404.07129;8500.414223;5765.273939;7961.831463;12179.36402;7745.953578;4052.677575;7840.128362;8251.239371;1207.632872;6276.503409;3559.24017;11950.82407;10517.14693;2090.939292;7877.159686;7954.949069;4464.316402;5403.147187;2647.635915;4927.053789;15768.48339;15333.79044;5823.22711;5258.057784;556.1312765;5990.15767;3977.059176;15833.24034;7969.220221;8529.058136;16107.77539;3167.724306;571.6860454;7528.937863;15329.2186;4854.991747;3082.95977;5019.224076;5478.681382;10599.96778;10960.0656;9791.600716;4563.14651;1023.182254;2946.000162;5206.517811;465.4578539;3397.489926;11854.25298;4803.462344;5271.009328;572.3185873;6017.445763;10124.8914199999;5333.729715;4464.316402;602.139982;9031.417097;5549.128831;1121.850115;2756.199476;11094.87305;3410.964138;14999.91357;3346.728948;10965.54875;6121.170397;2690.8089;8656.754453;3139.271215;6675.978902;3648.750077;5019.224076;243.5588532;0;4672.42597;522.2723852;4262.12366;5603.066108;1788.234411;4235.722951;15527.24588;16291.61766;7411.712236;9479.334641;377.8310356;6118.965166;71.49432627;5435.189604;357.4077132
Vaduz;5213.663268;400.2259716;3140.406933;3280.116601;3827.393712;5897.706364;1751.769383;2689.746569;5803.774773;7842.972541;15059.71444;5394.485081;3359.581438;6805.204869;5689.908181;3994.996567;4786.503316;2899.144511;10382.605;9460.411812;1925.448726;2342.944856;5824.532605;5832.077687;10342.29075;5527.924136;4781.82964;8579.069107;5452.860278;7673.132051;4155.820907;7214.488581;906.5076443;2004.335005;5532.540879;4804.847379;2770.733728;2559.549972;6891.368967;3460.72319;2559.104408;15598.6837;6400.284708;5686.033819;4761.607742;6066.207932;2207.489432;2372.986324;3682.433683;3005.944535;3728.093642;8673.695639;12964.63534;3633.739961;3387.540175;4636.032216;1481.407424;6647.474849;6106.072511;17259.76059;6108.780689;7832.334313;6493.896227;8674.236868;10591.01119;6094.013403;8027.974918;1908.482623;16219.36797;7234.036201;10911.73172;4989.944709;6759.710011;2812.666454;8282.574933;3498.901728;3282.896512;17395.44088;5711.358575;3182.841333;10089.1512;4738.542151;7165.926498;1890.84634;2805.477256;7588.423099;3781.69268;709.7271899;887.0098933;3245.688456;6462.768101;4495.088251;3239.779955;11328.69684;1995.220503;4116.500637;7148.694501;7159.025393;8491.47623;4506.901753;11259.21212;7629.136703;3502.909014;5888.650061;3768.244805;9706.903242;5161.946365;4041.984165;1117.514482;7884.031948;6379.320947;4918.37704;4067.954562;7514.698669;592.5882306;7526.139849;2238.473412;2645.31064;17333.50767;18358.12975;4616.429501;6813.317488;5228.387765;7233.621891;1168.490867;17772.36541;12445.35627;7808.396675;15105.98962;6308.341088;4716.514218;9988.59664;15215.07941;7150.490108;1828.229335;645.434046;1688.008961;6091.923434;12681.55312;8023.358357;1336.790133;5185.664804;5173.573439;6150.885673;5123.47097;6150.978285;14670.78283;8327.498426;6363.374777;5234.413525;8589.033168;7512.633326;6685.451697;397.6046406;4962.436018;12043.70107;1540.910493;4330.833316;2134.655046;7400.686938;1649.447753;18786.24092;2237.206539;15461.21992;6578.427644;5173.594797;8614.845181;5699.31997;8602.817723;1551.785806;470.3507051;4575.627944;4672.42597;0;5136.001283;886.3244336;9432.440944;3703.962898;1424.839433;10858.39159;17991.33187;6633.916861;4856.045481;4575.627944;9147.032833;4675.194541;3849.693609;4704.617378
Valletta;4335.504536;5486.849294;2377.435608;6184.884749;1561.732671;1358.446533;3548.410482;2761.232104;1178.101753;12494.17048;18392.27654;7178.556271;4398.651107;6994.651617;714.0565081;4557.081629;3957.079547;2291.245389;6157.125377;5901.061439;3464.287464;2896.475269;5808.057522;7381.809753;5968.108554;1388.661833;605.1861112;7359.411785;552.5640369;3801.968397;1003.611796;5104.115441;4901.228682;7007.886482;6786.650641;753.9485686;3159.985765;2810.010606;10334.88939;7915.929543;6097.513205;14198.17206;4907.122881;7133.189206;6436.008863;5562.4398;5923.690619;2781.836831;1453.577139;2236.935318;3201.031296;5452.734439;13925.68135;5695.418358;7171.975407;5392.772902;3732.489782;4791.859863;4102.623644;17195.60818;11060.70075;6728.514877;2995.826785;5675.525065;9625.906069;10909.69785;7862.856347;4442.40127;15880.60996;4587.190908;10949.40481;1668.52173;4777.226757;4079.565168;5002.752008;2934.453658;2963.283399;15642.47089;6410.888231;8231.300593;9006.053691;3810.297302;9704.633825;3252.108356;6255.007912;8288.93147;1384.740454;5561.312765;5137.909656;2275.418563;11567.9085;9219.657324;1988.005082;9511.094877;3351.963899;1089.882722;8050.361205;11713.54833;8299.793406;5839.163018;7468.427516;12562.47792;8104.065656;3832.472703;8171.305922;7901.974672;896.7487596;6437.298472;4018.885759;12214.19583;10816.83326;1926.629711;8170.990452;7824.290568;4893.955233;5068.970756;3159.985765;5176.865625;15251.90296;14814.31827;5887.296967;5002.045382;281.2299907;5738.925236;4483.14659;15311.42086;7457.523641;8410.554367;15723.97018;2801.986881;932.7540836;7102.509481;14909.72593;4522.036538;3591.629665;5450.08651;5842.046105;10981.07295;10530.27059;9758.576778;4933.412059;670.294292;2770.758039;5033.774525;130.7499601;3080.995779;11352.11054;4329.000752;5074.90172;170.4535297;5612.909072;10193.84743;5100.248801;4945.42123;348.01028;8544.889262;5929.875173;1191.544985;3267.594846;11304.2275;3796.998937;14490.23928;3657.598984;10461.41363;5961.022782;2500.011676;8454.598202;2879.16088;6321.365612;4027.151593;5498.048567;560.409331;522.2723852;5136.001283;0;4674.837422;5096.023016;1966.811631;4601.590429;15965.03806;15769.60205;7343.508915;9903.342486;834.0898768;5667.739575;489.9345477;5569.62513;450.1314623
Vienna;4327.377329;1258.978721;3024.666016;2668.164712;3567.088151;5261.671101;1763.601204;2615.582723;5188.562433;7997.707491;15216.9991;4718.241884;2480.480999;5999.620868;5150.548304;3117.987276;3902.527886;2611.57869;9566.262118;8601.270059;1241.674364;1779.620085;4973.838529;5142.96369;9545.454934;4863.619633;4242.426169;7719.939736;5064.022552;6871.428641;3671.698848;6329.660137;247.7995686;2338.366573;4788.177394;4472.299582;1968.206702;1916.236582;6633.785791;3427.149897;2058.106781;14935.55443;5513.961762;4974.998208;4031.921088;5196.657511;1728.402455;1916.236582;3249.120925;2449.077861;2874.738598;7806.452582;12489.79459;2881.120111;3059.970317;3796.215082;1461.580404;5762.473786;5229.641739;17279.1579;6404.391713;6967.333777;5695.507737;7798.317102;9786.461232;6305.172044;7227.638511;1028.80756;15819.22779;6361.873816;10217.67185;4280.167092;5875.687559;1926.342293;7423.389624;2677.354587;2468.827806;16902.73868;4913.092771;3560.923357;9264.791494;3857.379738;6711.919478;1622.56191;2303.047369;6861.739563;3405.211441;916.6269179;1673.692282;3115.111902;6902.245423;4633.022958;2954.550686;10478.38098;1989.816494;3748.493539;6429.923658;7262.580222;7701.360789;3716.61183;10394.81976;7921.498047;3548.576159;5018.236194;3720.981397;8836.707718;4557.647209;3384.697523;927.5834415;7918.579756;6420.470116;4177.493607;3903.398336;6743.033487;311.7098234;6645.210768;2218.090381;1869.036414;16746.26406;17609.10571;3825.407252;5927.336725;4811.379232;6350.338691;1655.794378;17181.78243;11764.53198;7078.012341;14740.20124;5518.718734;4416.331788;9103.217068;14696.26507;6278.841713;1921.620234;809.0317238;1353.780081;6346.140138;11832.26156;7458.924527;589.4626086;4615.648933;4352.270706;5266.188908;4684.825871;5330.801486;13789.72228;7522.953563;5477.940467;4795.485875;7713.131346;7102.176119;5799.178828;1114.148248;4452.686028;11161.67692;1342.112436;3730.358083;2139.324494;7287.62824;915.0925264;17934.83864;1399.554102;14739.33078;5713.819876;4375.304464;7830.93026;4880.546883;7716.543494;741.0344878;1347.07744;4124.67528;4262.12366;886.3244336;4674.837422;0;8645.891683;3026.915834;554.2086799;11290.99903;17540.24496;5873.182627;5228.697288;4238.647319;8287.13647;4251.302082;3063.89502;4227.588831
Vientiane;4968.05131;9832.522955;7414.463152;8322.582668;6630.442592;3838.683381;8311.256856;7730.914555;3994.072477;13497.88562;13551.98888;7562.678003;6704.859451;5952.444349;4381.973901;6269.049523;5156.934788;7135.756645;1061.484062;1452.39379;7510.092247;7172.244943;5616.339214;7388.301424;919.854145;4080.776442;5095.199422;4595.480025;5191.987318;1783.245913;5754.519071;3386.211906;8774.297535;10682.48244;6964.22699;5808.128177;6679.22541;6909.343826;10539.76958;10551.56773;8809.653186;9182.128538;4150.552909;7225.873464;7295.482313;5124.364365;8885.642428;7253.506059;6250.348066;6581.113156;5823.911893;1865.572567;9911.633484;7523.469889;9455.129394;6362.836062;8385.594687;3766.968606;3860.88913;12184.62203;13460.83945;4558.072937;2951.297251;2177.596593;5900.762586;13000.60591;5820.245244;7835.851063;10827.34926;2871.96969;7460.983285;4494.557064;3622.523079;6961.596982;1853.603615;5971.90487;6177.440737;10568.76344;6366.590957;11712.88585;5450.7596;5124.250862;9225.938069;7845.112384;8792.735437;6817.831909;6323.122164;9515.299914;9801.326744;7322.791453;14466.9889;11747.12309;6920.119342;5200.247147;8180.0842;6117.866399;6939.21094;12893.24724;5947.250792;6902.631334;2416.922626;14297.67904;10851.59651;3940.996938;10635.77541;4233.656713;4579.656704;7947.766299;8436.437706;12723.72184;12194.37437;4528.02938;10276.98706;6281.091018;8950.952155;2961.826399;8048.46209;7838.231818;10174.76373;9921.113784;6851.10011;3764.910125;5209.535209;4039.918416;9232.076807;10284.04695;3354.319972;6763.0411;10924.22149;3127.869005;5984.858091;2784.736057;10027.04742;2922.599871;8422.093924;9421.086454;9175.381697;13230.26666;5793.543425;8412.461764;8538.580125;4667.288549;4308.734142;4537.259898;5191.927986;3340.328991;6257.716782;1150.319783;4342.680105;5116.213182;2206.574917;9591.92818;4005.30814;9418.67944;5047.698441;3514.63547;9386.839016;5321.4487;8141.619246;11608.98119;7785.291865;9762.707233;7249.240971;6118.544784;5000.05879;4270.589312;6037.341308;3782.170783;3162.627747;7911.123713;9890.984641;5533.727322;5603.066108;9432.440944;5096.023016;8645.891683;0;5780.654384;8257.87513;16360.41086;10785.06631;6550.367225;12974.88664;5928.073384;1502.988426;5553.737058;7221.322568;5353.090726
